row id,country,iso3,latitude,longitude,glass_amr_enrolled,amr action plan,who_region,glass_status,nap_status_glass,number_of_genomes,genomes_present,nap_status_tracss,nap_type,surveillance_network,sentinel_sites,national_reference_lab,glass_status_metric,national_reference_lab_metric,number_of_genomes_numeric,number_of_genomes_metric,surveillance_network_metric
107,Malaysia,MYS,3.152659,101.702220,Y,Y,WPRO,Enrolled - Data submitted,National Action Plan - Current,299,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",153,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,299,100–999,Yes
108,Maldives,MDV,4.177988,73.510739,Y,Y,SEARO,Enrolled - Data submitted,National Action Plan - Out of Date,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",162,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,NA,NA,Yes
109,Mali,MLI,12.649319,-8.000337,Y,Y,AFRO,Enrolled - Data submitted,National Action Plan - Out of Date,228,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",23,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,228,100–999,Yes
110,Malta,MLT,35.898998,14.513661,Y,Y,EURO,Enrolled - Data submitted,National Action Plan - Current,38,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ",E - The national AMR surveillance system links AMR surveillance with antimicrobial consumption and/or use data for human health §. ,3,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,38,1–99,Yes
111,Marshall Islands,MHL,7.113000,171.236000,N,Y,WPRO,Not Enrolled - No data submitted,National Action Plan - Out of Date,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",2,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,NA,NA,No
112,Mauritania,MRT,18.079238,-15.978007,Y,N,AFRO,Enrolled - No data submitted,No National Action Plan,4,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,A - No capacity for generating data (antimicrobial susceptibility testing and accompanying clinical and epidemiological data) and reporting on antibiotic resistance.  ,12,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,4,1–99,No
113,Mauritius,MUS,-20.162452,57.502804,Y,Y,AFRO,Enrolled - Data submitted,National Action Plan - Out of Date,13,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",70,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,13,1–99,Yes
114,Mexico,MEX,23.000000,-102.000000,N,N,AMRO,Not Enrolled - No data submitted,No National Action Plan,2289,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",920,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,2289,"1,000–9,999",No
115,Micronesia (Federated States of),FSM,6.925514,158.161991,N,Y,WPRO,Not Enrolled - No data submitted,National Action Plan - Out of Date,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",8,"No, the country does not have a  national bacteriology/AMR reference laboratory performing AST for any of the bacteria.  ",No,No,NA,NA,Yes
116,Monaco,MCO,43.732349,7.427683,N,N,EURO,Not Enrolled - No data submitted,No National Action Plan,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA
117,Mongolia,MNG,47.918468,106.917702,N,Y,WPRO,Not Enrolled - No data submitted,National Action Plan - Current,49,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",B - National action plan on AMR endorsed by government.  ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",75,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,49,1–99,Yes
118,Montenegro,MNE,42.441524,19.262108,N,Y,EURO,Not Enrolled - No data submitted,National Action Plan - Out of Date,53,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,53,1–99,Yes
119,Morocco,MAR,34.022360,-6.834022,Y,Y,EMRO,Enrolled - Data submitted,National Action Plan - Out of Date,67,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,67,1–99,Yes
120,Mozambique,MOZ,-25.966213,32.567450,Y,Y,AFRO,Enrolled - Data submitted,National Action Plan - Out of Date,325,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",537,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,325,100–999,Yes
121,Myanmar,MMR,19.775329,96.103255,Y,Y,SEARO,Enrolled - Data submitted,National Action Plan - Out of Date,357,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",1810,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,357,100–999,Yes
122,Namibia,NAM,-22.577610,17.077274,Y,Y,AFRO,Enrolled - Data submitted,National Action Plan - Out of Date,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,NA,NA,Yes
123,Nauru,NRU,-0.547106,166.916348,N,Y,WPRO,Not Enrolled - No data submitted,National Action Plan - Current,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",B - National action plan on AMR endorsed by government.  ,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",1,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,NA,NA,No
124,Nepal,NPL,27.708317,85.320582,Y,Y,SEARO,Enrolled - Data submitted,National Action Plan - Current,1263,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,1263,"1,000–9,999",Yes
125,Netherlands,NLD,52.373080,4.892453,Y,Y,EURO,Enrolled - Data submitted,National Action Plan - Out of Date,19391,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",D - Full implementation and monitoring of the national action plan on AMR with necessary financing available .  ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",50,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,19391,"10,000+",Yes
126,New Zealand,NZL,-41.288795,174.777211,N,Y,WPRO,Not Enrolled - No data submitted,National Action Plan - Out of Date,8179,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",22,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,8179,"1,000–9,999",Yes
127,Nicaragua,NIC,12.154404,-86.273764,N,N,AMRO,Not Enrolled - No data submitted,No National Action Plan,12,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",B - National action plan on AMR endorsed by government.  ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",23,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,12,1–99,Yes
128,Niger,NER,13.524834,2.109823,N,Y,AFRO,Not Enrolled - No data submitted,No National Action Plan,178,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",70,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,178,100–999,Yes
129,Nigeria,NGA,9.064331,7.489297,Y,Y,AFRO,Enrolled - Data submitted,National Action Plan - Current,1218,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",4570,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,1218,"1,000–9,999",Yes
130,North Macedonia,MKD,41.996182,21.431921,Y,Y,EURO,Enrolled - Data submitted,National Action Plan - Out of Date,1,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",26,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,1,1–99,Yes
131,Norway,NOR,59.913330,10.738970,Y,Y,EURO,Enrolled - Data submitted,National Action Plan - Out of Date,10691,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",23,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,10691,"10,000+",Yes
132,Oman,OMN,23.588202,58.382945,Y,Y,EMRO,Enrolled - Data submitted,No National Action Plan,313,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,E - The national AMR surveillance system links AMR surveillance with antimicrobial consumption and/or use data for human health §. ,40,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,313,100–999,Yes
133,Pakistan,PAK,33.693812,73.065151,Y,Y,EMRO,Enrolled - Data submitted,National Action Plan - Out of Date,2072,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",500,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,2072,"1,000–9,999",Yes
134,Palau,PLW,7.500645,134.624286,N,N,WPRO,Not Enrolled - No data submitted,No National Action Plan,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",1,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,NA,NA,No
135,"Occupied Palestinian territory, including East Jerusalem",PSE,31.783360,35.233880,Y,Y,EMRO,Enrolled - Data submitted,No National Action Plan,94,Yes,NA,NA,NA,NA,NA,Yes,NA,94,1–99,NA
136,Panama,PAN,8.971449,-79.534180,N,N,AMRO,Not Enrolled - No data submitted,No National Action Plan,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",37,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,NA,NA,Yes
137,Papua New Guinea,PNG,-9.474330,147.159950,Y,Y,WPRO,Enrolled - Data submitted,National Action Plan - Out of Date,85,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",5,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,85,1–99,Yes
138,Paraguay,PRY,-25.280046,-57.634381,N,Y,AMRO,Not Enrolled - No data submitted,National Action Plan - Out of Date,433,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",978,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,433,100–999,Yes
139,Peru,PER,-12.062107,-77.036526,Y,Y,AMRO,Enrolled - Data submitted,National Action Plan - Out of Date,2293,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",3845,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,2293,"1,000–9,999",Yes
140,Philippines,PHL,14.590449,120.980362,Y,Y,WPRO,Enrolled - Data submitted,National Action Plan - Out of Date,76,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",4940,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,76,1–99,Yes
141,Poland,POL,52.231958,21.006725,Y,Y,EURO,Enrolled - Data submitted,National Action Plan - Out of Date,1815,Yes,No plan exists. ,N/A,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,1815,"1,000–9,999",Yes
142,Portugal,PRT,38.707751,-9.136592,N,Y,EURO,Not Enrolled - No data submitted,National Action Plan - Out of Date,3891,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",102,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,3891,"1,000–9,999",Yes
143,Qatar,QAT,25.285633,51.526416,Y,Y,EMRO,Enrolled - Data submitted,National Action Plan - Current,709,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",4,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,709,100–999,Yes
144,Republic of Korea (South Korea),KOR,37.535861,127.011709,Y,Y,WPRO,Enrolled - Data submitted,National Action Plan - Current,1808,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",26,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,1808,"1,000–9,999",Yes
145,Republic of Moldova,MDA,47.024512,28.832292,Y,Y,EURO,Enrolled - Data submitted,National Action Plan - Current,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",Yes,Yes,NA,NA,Yes
146,Romania,ROU,44.436141,26.102720,N,N,EURO,Not Enrolled - No data submitted,No National Action Plan,498,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",B - National action plan on AMR endorsed by government.  ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",4885,"No, the country does not have a  national bacteriology/AMR reference laboratory performing AST for any of the bacteria.  ",No,No,498,100–999,Yes
147,Russian Federation (Russia),RUS,55.752220,37.615560,Y,Y,EURO,Enrolled - Data submitted,National Action Plan - Out of Date,824,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ","D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,824,100–999,Yes
148,Rwanda,RWA,-1.885960,30.129675,N,Y,AFRO,Not Enrolled - Data submitted,National Action Plan - Out of Date,206,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",14,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,206,100–999,Yes
149,Saint Kitts And Nevis,KNA,17.296092,-62.722301,N,N,AMRO,Not Enrolled - No data submitted,No National Action Plan,54,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",2,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,54,1–99,Yes
150,Saint Lucia,LCA,14.009597,-60.990236,N,N,AMRO,Not Enrolled - No data submitted,No National Action Plan,NA,NA,No plan exists. ,N/A,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",5,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,NA,NA,No
151,Saint Vincent And The Grenadines,VCT,13.156186,-61.227962,N,N,AMRO,Not Enrolled - No data submitted,No National Action Plan,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",A - National action plan on AMR exists but is not endorsed by government and is not being implemented.   ,"D - There is a standardized national AMR surveillance system collecting data on common bacterial infections in hospitalized and community patients, with established network of surveillance sites, designated national reference laboratory for AMR, and a national coordinating centre producing reports on AMR. ",1,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,NA,NA,Yes
152,Samoa,WSM,-13.834523,-171.763095,N,Y,WPRO,Not Enrolled - No data submitted,National Action Plan - Current,622,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",2,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,622,100–999,Yes
153,San Marino,SMR,43.945862,12.458306,N,N,EURO,Not Enrolled - No data submitted,No National Action Plan,NA,NA,No plan exists. ,N/A, ,NA, ,No,NA,NA,NA,NA
154,Sao Tome And Principe,STP,0.338924,6.731303,N,N,AFRO,Not Enrolled - No data submitted,No National Action Plan,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,A - No capacity for generating data (antimicrobial susceptibility testing and accompanying clinical and epidemiological data) and reporting on antibiotic resistance.  ,13,"No, the country does not have a  national bacteriology/AMR reference laboratory performing AST for any of the bacteria.  ",No,No,NA,NA,No
155,Saudi Arabia,SAU,24.638916,46.716010,Y,Y,EMRO,Enrolled - Data submitted,National Action Plan - Current,1729,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ","E - Progress of the implementation of the national action plan on AMR is evaluated periodically, and the results and lessons-learned are communicated to facilitate decision and policy making. ",E - The national AMR surveillance system links AMR surveillance with antimicrobial consumption and/or use data for human health §. ,NA,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",Yes,Yes,1729,"1,000–9,999",Yes
156,Senegal,SEN,14.693425,-17.447938,N,Y,AFRO,Not Enrolled - No data submitted,National Action Plan - Out of Date,60,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"C - AMR data are collected  nationally for common bacterial infections in hospitalized and community patients, but data collection may not use a standardized approach and lacks national coordination and/or quality management  are lacking. ",47,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for some of the bacteria listed. ",No,Yes,60,1–99,Yes
157,Serbia,SRB,44.817813,20.456897,N,Y,EURO,Not Enrolled - No data submitted,National Action Plan - Out of Date,481,Yes,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,E - The national AMR surveillance system links AMR surveillance with antimicrobial consumption and/or use data for human health §. ,59,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,481,100–999,Yes
158,Seychelles,SYC,-4.623208,55.452359,N,N,AFRO,Not Enrolled - No data submitted,No National Action Plan,NA,NA,"National action plan on AMR exists (developed, being implemented, has expired, or being revised).  ",C - The endorsed national action plan on AMR is being partially implemented with limited resources. ,"B - AMR data are collected locally for common † bacterial infections in hospitalized and community patients ‡, but data collection may not use a standardized approach and national coordination and/or quality management are lacking. ",2,"Yes, the country has one or more national bacteriology/AMR reference laboratory/s for AMR performing AST for all the 12 bacteria listed.  ",No,Yes,NA,NA,No
